dim,norm_bf,norm_prg,ratio,rel_error,outcome,ill_cond,time_bf_ms,time_prg_ms,cond_before,cond_after,gh,norm_gh_bf,norm_gh_prg
2,2.0,2.0,1.0,0.0,tie,0,0.310616,63.701813,7.152209,3.447432,2.283508690408612,0.87584514497386,0.87584514497386
2,3.0,3.0,1.0,0.0,tie,0,0.310531,63.845322,1.827653,1.619086,1.299326788659183,2.308887976592706,2.308887976592706
2,4.0,4.0,1.0,0.0,tie,0,0.293362,64.846408,10.846578,1.907651,2.521397626087009,1.586421736347731,1.586421736347731
2,2.449,2.449,1.0,0.0,tie,0,0.308451,61.444429,50.417797,3.373806,1.833865832372724,1.335430300716924,1.335430300716924
2,4.0,4.0,1.0,0.0,tie,0,0.286667,64.507714,16.797089,6.085466,1.941696043844329,2.060054668536314,2.060054668536314
2,3.606,3.606,1.0,0.0,tie,0,0.273967,64.680938,120.169765,2.31933,1.972216082001922,1.828400058648586,1.828400058648586
2,1.414,1.414,1.0,0.0,tie,0,0.323705,60.578022,4.792219,1.581498,2.495261615287712,0.566674047858088,0.566674047858088
2,2.449,2.449,1.0,0.0,tie,0,0.3271,65.306791,1.489421,3.354818,1.9172521037238,1.27734897004072,1.27734897004072
2,2.0,2.0,1.0,0.0,tie,0,0.330225,61.457566,11.120767,3.854818,2.060139115281806,0.970808226087402,0.970808226087402
2,2.449,2.449,1.0,0.0,tie,0,0.297728,61.497098,10.263936,3.486658,1.158129789463933,2.114616187477206,2.114616187477206
2,3.0,3.0,1.0,0.0,tie,0,0.324558,62.925872,1.575437,3.44748,1.578367989331983,1.900697442089977,1.900697442089977
2,1.414,1.414,1.0,0.0,tie,0,0.312065,58.037772,1.227935,2.086839,1.794955275524901,0.787763360614376,0.787763360614376
2,3.606,3.606,1.0,0.0,tie,0,0.273966,60.669285,0.854598,2.022987,2.839851187014555,1.269784845237216,1.269784845237216
2,4.0,4.0,1.0,0.0,tie,0,0.328389,63.222637,6.929003,4.249718,1.963357700889185,2.037326157219563,2.037326157219563
2,3.162,3.162,1.0,0.0,tie,0,0.317211,63.497337,36.547162,2.76675,2.534780237787289,1.247445420657152,1.247445420657152
2,3.162,3.162,1.0,0.0,tie,0,0.320457,63.854965,116.434867,2.896247,2.006895762882722,1.575567629610257,1.575567629610257
2,2.828,2.828,1.0,0.0,tie,0,0.32071,63.597313,9.821073,5.714948,2.306056466038022,1.226335972968917,1.226335972968917
2,3.606,3.606,1.0,0.0,tie,0,0.301834,60.541231,127.684277,3.07585,1.571830418202412,2.294140613542726,2.294140613542726
2,2.236,2.236,1.0,0.0,tie,0,0.317072,65.802351,100.643412,4.321677,1.916673497495503,1.166604537977782,1.166604537977782
2,2.236,2.236,1.0,0.0,tie,0,0.316598,62.002155,828.314848,1.879287,1.701279988659398,1.314304532413832,1.314304532413832
2,2.449,2.449,1.0,0.0,tie,0,0.326073,64.010194,1.539318,5.085898,1.879001265831086,1.303351969226483,1.303351969226483
2,2.236,2.236,1.0,0.0,tie,0,0.340739,63.805463,1.192891,5.163039,1.763815502393093,1.267706286154227,1.267706286154227
2,3.0,3.0,1.0,0.0,tie,0,0.330361,64.480935,91.762703,3.571684,1.976751653634776,1.517641325597838,1.517641325597838
2,3.162,3.162,1.0,0.0,tie,0,0.296796,62.020436,11.278665,1.970016,2.145895947073934,1.473510402175645,1.473510402175645
2,2.449,2.449,1.0,0.0,tie,0,0.327608,63.765878,361.896954,5.103805,0.799500035050605,3.063164343507488,3.063164343507488
2,2.449,2.449,1.0,0.0,tie,0,0.311584,59.759366,3.270068,1.794817,2.695326309863574,0.908609837346172,0.908609837346172
2,2.646,2.646,1.0,0.0,tie,0,0.319264,60.083078,11.790025,3.921347,2.264503361648002,1.168468126306672,1.168468126306672
2,4.0,4.0,1.0,0.0,tie,0,0.319209,62.419574,26.626571,4.835408,2.455667367405646,1.628885105976672,1.628885105976672
2,3.606,3.606,1.0,0.0,tie,0,0.316834,59.71173,50.120806,6.261387,2.014638797034734,1.789899015797535,1.789899015797535
2,3.606,3.606,1.0,0.0,tie,0,0.304819,64.475946,153.030294,3.968993,1.343147774523048,2.684738096878797,2.684738096878797
2,2.828,2.828,1.0,0.0,tie,0,0.303136,62.707059,0.809635,2.234012,1.006973647790839,2.808415102226598,2.808415102226598
2,2.0,2.0,1.0,0.0,tie,0,0.320432,63.038203,39.563157,2.335067,3.054460838252448,0.654780043323215,0.654780043323215
2,2.449,2.449,1.0,0.0,tie,0,0.296987,61.580737,11.97797,2.016886,2.13419688702588,1.147504250843893,1.147504250843893
2,3.606,3.606,1.0,0.0,tie,0,0.317944,66.27303,3.468748,2.210038,1.405215884292996,2.566153742144952,2.566153742144952
2,2.828,2.828,1.0,0.0,tie,0,0.286579,61.824016,34.600809,3.969259,2.792354614573803,1.012765350518218,1.012765350518218
2,3.606,3.606,1.0,0.0,tie,0,0.31475,63.463339,0.926789,4.480246,1.493722714178126,2.414102674996201,2.414102674996201
2,3.0,3.0,1.0,0.0,tie,0,0.312776,60.769767,30.33366,2.3111,2.311339390278921,1.297948718659606,1.297948718659606
2,2.449,2.449,1.0,0.0,tie,0,0.325356,62.059523,4.422869,2.548019,1.313075417133809,1.865087083379945,1.865087083379945
2,2.449,2.449,1.0,0.0,tie,0,0.321657,61.067734,1.052632,4.77976,1.936472231320846,1.264670858889396,1.264670858889396
2,3.0,3.0,1.0,0.0,tie,0,0.318701,62.792321,41.158796,2.89659,1.557088932118807,1.926672226690195,1.926672226690195
2,2.449,2.449,1.0,0.0,tie,0,0.325356,63.70276,42.607031,2.052029,3.553720265391584,0.689136965520314,0.689136965520314
2,4.0,4.0,1.0,0.0,tie,0,0.304812,62.627087,2.674246,2.976098,1.487099643557944,2.689799582245777,2.689799582245777
2,2.236,2.236,1.0,0.0,tie,0,0.307518,63.174164,8.455997,2.829928,1.863576500718147,1.199843418898198,1.199843418898198
2,2.449,2.449,1.0,0.0,tie,0,0.304438,63.672538,4656.837846,2.751187,2.379407014369189,1.02924803751966,1.02924803751966
2,1.414,1.414,1.0,0.0,tie,0,0.312557,64.255317,0.866724,3.190666,2.385787963366839,0.59267630724591,0.59267630724591
2,2.646,2.646,1.0,0.0,tie,0,0.330257,62.997985,106.591544,3.934068,1.627618379485759,1.625688203911776,1.625688203911776
2,1.414,1.414,1.0,0.0,tie,0,0.312963,66.045659,312.554767,4.784613,1.333226168327849,1.060585243217554,1.060585243217554
2,2.449,2.449,1.0,0.0,tie,0,0.311787,63.066772,10.982816,4.265208,2.023347133871699,1.210370657116957,1.210370657116957
2,1.414,1.414,1.0,0.0,tie,0,0.314052,62.539363,2.590493,4.618517,2.192364358941845,0.644965785104477,0.644965785104477
2,4.0,4.0,1.0,0.0,tie,0,0.301168,61.662067,94.681579,2.824987,1.420911226497921,2.815094937252826,2.815094937252826
2,2.236,2.236,1.0,0.0,tie,0,0.298831,62.74022,6.631996,2.755375,2.522259072853159,0.886506871584232,0.886506871584232
2,2.0,2.0,1.0,0.0,tie,0,0.301113,68.658241,11.468062,5.399014,1.631212716669215,1.226081662778975,1.226081662778975
2,2.0,2.0,1.0,0.0,tie,0,0.315429,63.244768,8.940589,3.901244,2.200290791529155,0.908970763182644,0.908970763182644
2,3.606,3.606,1.0,0.0,tie,0,0.309243,59.648081,33.806163,3.46468,0.954874660468144,3.776411867744082,3.776411867744082
2,2.0,2.0,1.0,0.0,tie,0,0.306453,64.065193,39.465159,4.822204,1.218186832206092,1.641784287208287,1.641784287208287
2,2.0,2.0,1.0,0.0,tie,0,0.314553,63.817934,97.802336,2.136699,3.008871704416381,0.664700989764511,0.664700989764511
2,3.0,3.0,1.0,0.0,tie,0,0.323936,62.814851,5.993452,4.352481,1.525175586548691,1.966986638429402,1.966986638429402
2,2.0,2.0,1.0,0.0,tie,0,0.310249,64.768031,22.139938,3.172307,2.419018547034272,0.826781589769954,0.826781589769954
2,2.0,2.0,1.0,0.0,tie,0,0.285954,59.374419,18.040688,5.290651,1.385763891140578,1.443247304094396,1.443247304094396
2,3.0,3.0,1.0,0.0,tie,0,0.307252,61.911559,6.693061,3.976773,1.520633908637765,1.97286143821921,1.97286143821921
2,2.828,2.828,1.0,0.0,tie,0,0.318314,64.491434,64.189138,3.428902,1.407638578446282,2.009038430249247,2.009038430249247
2,2.646,2.646,1.0,0.0,tie,0,0.302912,63.001561,11.889453,3.529784,2.304039060882373,1.148418030285766,1.148418030285766
2,3.606,3.606,1.0,0.0,tie,0,0.317651,61.741729,31.353544,5.078226,1.423979286349547,2.532340206467602,2.532340206467602
2,2.0,2.0,1.0,0.0,tie,0,0.321625,60.986998,10.469718,5.61915,1.622004847586617,1.233041937560052,1.233041937560052
2,2.646,2.646,1.0,0.0,tie,0,0.333514,63.422906,0.086504,2.579592,2.515759544242528,1.051769834702818,1.051769834702818
2,2.828,2.0,0.707213578500707,-0.292786421499293,strict_win,0,0.301482,66.451021,260.390243,3.58942,2.206702305114939,1.281550299487588,0.90632977332927
2,3.0,3.0,1.0,0.0,tie,0,0.313398,61.641258,48.577937,4.099658,1.001064484384153,2.996809942613814,2.996809942613814
2,2.0,2.0,1.0,0.0,tie,0,0.315354,62.366788,1.064006,5.023476,1.683858530795502,1.187748236222163,1.187748236222163
2,2.646,2.646,1.0,0.0,tie,0,0.325275,59.165609,7.214422,3.692575,1.811061928578009,1.461021270585462,1.461021270585462
2,3.606,3.606,1.0,0.0,tie,0,0.30809,62.600723,35.057552,2.433112,2.49585105689952,1.444797753468336,1.444797753468336
2,2.0,2.0,1.0,0.0,tie,0,0.331224,63.352329,387.709076,3.63847,1.868855314023562,1.070173803714152,1.070173803714152
2,4.0,4.0,1.0,0.0,tie,0,0.306732,65.289217,29.822152,2.213825,3.035741459834202,1.317635264044673,1.317635264044673
2,2.646,2.646,1.0,0.0,tie,0,0.283691,60.776002,110.519003,2.826461,2.554933918788539,1.035643223702099,1.035643223702099
2,2.0,2.0,1.0,0.0,tie,0,0.31898,65.177442,1.862791,4.494381,2.794081674912163,0.71579868904973,0.71579868904973
2,2.449,2.449,1.0,0.0,tie,0,0.310998,60.236179,5.473093,3.184954,1.948963167881899,1.256565562837974,1.256565562837974
2,3.0,3.0,1.0,0.0,tie,0,0.311644,62.25406,115.831775,4.870516,0.86335789104959,3.474804633282359,3.474804633282359
2,3.0,3.0,1.0,0.0,tie,0,0.306036,59.707639,78.238268,3.433761,1.525602687451024,1.966435969651048,1.966435969651048
2,1.414,1.414,1.0,0.0,tie,0,0.309431,60.261096,377.342431,4.121203,0.742914585232411,1.903314362252895,1.903314362252895
2,1.414,1.414,1.0,0.0,tie,0,0.31907,62.373309,13.402439,3.360457,1.886650236925863,0.749476491362805,0.749476491362805
2,3.0,3.0,1.0,0.0,tie,0,0.316483,63.582581,7.241759,2.818558,1.776109759809631,1.689084800886151,1.689084800886151
2,2.449,2.449,1.0,0.0,tie,0,0.301679,62.090861,249.500298,1.993261,2.862472583603413,0.855554045837213,0.855554045837213
2,2.0,2.0,1.0,0.0,tie,0,0.321583,65.039423,1085.296658,4.173997,1.72340572794392,1.160492835535638,1.160492835535638
2,2.646,2.646,1.0,0.0,tie,0,0.328712,64.870089,108.025594,2.601545,1.569874867689334,1.685484655152542,1.685484655152542
2,2.449,2.449,1.0,0.0,tie,0,0.308413,59.840998,323.692493,3.394826,1.676117472993256,1.461114772359308,1.461114772359308
